ds,y
2017-05-03,665085.0
2017-05-04,680584.0
2017-05-05,617915.0
2017-05-06,517105.0
2017-05-07,523396.0
2017-05-08,594077.0
2017-05-09,623202.0
2017-05-10,661972.0
2017-05-11,679421.0
2017-05-12,681207.0
2017-05-13,634771.0
2017-05-14,610916.0
2017-05-15,674918.0
2017-05-16,717706.0
2017-05-17,732482.0
2017-05-18,732591.0
2017-05-19,727628.0
2017-05-20,716308.0
2017-05-21,693412.0
2017-05-22,715555.0
2017-05-23,707898.0
2017-05-24,707828.0
2017-05-25,626850.0
2017-05-26,637190.0
2017-05-27,671985.0
2017-05-28,694123.0
2017-05-29,742012.0
2017-05-30,774817.0
2017-05-31,759350.0
2017-06-01,745995.0
2017-06-02,674170.0
2017-06-03,624981.0
2017-06-04,605569.0
2017-06-05,628078.0
2017-06-06,608627.0
2017-06-07,590025.0
2017-06-08,630440.0
2017-06-09,667666.0
2017-06-10,656771.0
2017-06-11,661485.0
2017-06-12,685296.0
2017-06-13,686478.0
2017-06-14,664626.0
2017-06-15,663817.0
2017-06-16,651343.0
2017-06-17,674748.0
2017-06-18,692589.0
2017-06-19,664983.0
2017-06-20,701398.0
2017-06-21,758694.0
2017-06-22,781820.0
2017-06-23,780854.0
2017-06-24,783499.0
2017-06-25,769821.0
2017-06-26,776060.0
2017-06-27,755568.0
2017-06-28,742452.0
2017-06-29,774489.0
2017-06-30,787497.0
2017-07-01,754143.0
2017-07-02,749736.0
2017-07-03,777192.0
2017-07-04,754353.0
2017-07-05,789792.0
2017-07-06,817280.0
2017-07-07,803000.0
2017-07-08,754451.0
2017-07-09,718465.0
2017-07-10,756234.0
2017-07-11,745358.0
2017-07-12,744370.0
2017-07-13,741125.0
2017-07-14,769338.0
2017-07-15,754521.0
2017-07-16,743310.0
2017-07-17,748001.0
2017-07-18,717261.0
2017-07-19,742460.0
2017-07-20,751758.0
2017-07-21,719606.0
2017-07-22,675996.0
2017-07-23,663621.0
2017-07-24,734758.0
2017-07-25,795054.0
2017-07-26,813423.0
2017-07-27,815959.0
2017-07-28,802946.0
2017-07-29,766516.0
2017-07-30,705674.0
2017-07-31,657787.0
2017-08-01,702404.0
2017-08-02,709113.0
2017-08-03,736566.0
2017-08-04,764860.0
